STATION,NAME,DATE,Month,Day,Year,Season,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TDIFF
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/20/1948,11,20,1948,Fall,0,0,0,,74,52,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/21/1948,11,21,1948,Fall,0,0,0,,71,42,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/22/1948,11,22,1948,Fall,0.46,0,0,,68,50,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/23/1948,11,23,1948,Fall,1.97,0,0,,62,58,4
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/24/1948,11,24,1948,Fall,0.08,0,0,,59,57,2
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/25/1948,11,25,1948,Fall,0,0,0,,63,43,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/26/1948,11,26,1948,Fall,0,0,0,,69,41,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/27/1948,11,27,1948,Fall,0,0,0,,74,59,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/28/1948,11,28,1948,Fall,1.35,0,0,,62,54,8
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/29/1948,11,29,1948,Fall,0.45,0,0,,70,46,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/1/1948,12,1,1948,Fall,0,0,0,,61,39,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/2/1948,12,2,1948,Fall,0,0,0,,66,42,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/3/1948,12,3,1948,Fall,0.93,0,0,,70,54,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/4/1948,12,4,1948,Fall,0,0,0,,69,48,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/5/1948,12,5,1948,Fall,0,0,0,,70,42,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/6/1948,12,6,1948,Fall,0,0,0,,75,45,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/7/1948,12,7,1948,Fall,0.16,0,0,,74,40,34
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/8/1948,12,8,1948,Fall,0.06,0,0,,71,57,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/9/1948,12,9,1948,Fall,0.68,0,0,,62,40,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/10/1948,12,10,1948,Fall,0,0,0,,52,34,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/11/1948,12,11,1948,Fall,0,0,0,,54,30,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/12/1948,12,12,1948,Fall,0,0,0,,76,44,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/13/1948,12,13,1948,Fall,0.11,0,0,,75,55,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/14/1948,12,14,1948,Fall,0,0,0,,73,54,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/15/1948,12,15,1948,Fall,0,0,0,,70,51,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/16/1948,12,16,1948,Fall,0,0,0,,77,62,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/17/1948,12,17,1948,Fall,0.32,0,0,,65,47,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/18/1948,12,18,1948,Fall,0.49,0,0,,50,43,7
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/19/1948,12,19,1948,Fall,0.23,0,0,,48,42,6
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/20/1948,12,20,1948,Fall,0,0,0,,54,33,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/21/1949,9,21,1949,Fall,0,0,0,,80,61,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/22/1949,9,22,1949,Fall,0,0,0,,78,61,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/23/1949,9,23,1949,Fall,0,0,0,,85,62,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/24/1949,9,24,1949,Fall,0,0,0,,74,51,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/25/1949,9,25,1949,Fall,0,0,0,,75,53,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/26/1949,9,26,1949,Fall,0.1,0,0,,70,62,8
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/27/1949,9,27,1949,Fall,0.06,0,0,,78,65,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/28/1949,9,28,1949,Fall,0,0,0,,79,67,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/29/1949,9,29,1949,Fall,0.27,0,0,,80,63,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/30/1949,9,30,1949,Fall,0,0,0,,73,54,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/1/1949,10,1,1949,Fall,0,0,0,,75,49,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/2/1949,10,2,1949,Fall,0,0,0,,79,58,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/3/1949,10,3,1949,Fall,0,0,0,,80,62,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/4/1949,10,4,1949,Fall,0,0,0,,80,65,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/5/1949,10,5,1949,Fall,0,0,0,,81,64,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/6/1949,10,6,1949,Fall,0.06,0,0,,80,69,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/7/1949,10,7,1949,Fall,0,0,0,,78,71,7
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/8/1949,10,8,1949,Fall,0,0,0,,81,69,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/9/1949,10,9,1949,Fall,0,0,0,,82,66,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/10/1949,10,10,1949,Fall,0,0,0,,82,66,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/11/1949,10,11,1949,Fall,0,0,0,,81,64,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/12/1949,10,12,1949,Fall,0.2,0,0,,82,63,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/13/1949,10,13,1949,Fall,0,0,0,,82,62,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/14/1949,10,14,1949,Fall,0,0,0,,77,68,9
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/15/1949,10,15,1949,Fall,0,0,0,,77,66,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/16/1949,10,16,1949,Fall,0,0,0,,70,61,9
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/17/1949,10,17,1949,Fall,0,0,0,,66,60,6
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/18/1949,10,18,1949,Fall,0,0,0,,74,55,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/19/1949,10,19,1949,Fall,0,0,0,,75,50,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/20/1949,10,20,1949,Fall,0,0,0,,75,46,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/21/1949,10,21,1949,Fall,0,0,0,,78,45,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/22/1949,10,22,1949,Fall,0,0,0,,82,45,37
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/23/1949,10,23,1949,Fall,0,0,0,,80,56,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/24/1949,10,24,1949,Fall,0,0,0,,79,50,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/25/1949,10,25,1949,Fall,0.05,0,0,,76,57,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/26/1949,10,26,1949,Fall,0,0,0,,82,64,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/27/1949,10,27,1949,Fall,0,0,0,,71,59,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/28/1949,10,28,1949,Fall,0.29,0,0,,72,58,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/29/1949,10,29,1949,Fall,0,0,0,,72,63,9
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/30/1949,10,30,1949,Fall,0.04,0,0,,80,63,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/31/1949,10,31,1949,Fall,1.88,0,0,,83,69,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/1/1949,11,1,1949,Fall,1.6,0,0,,69,46,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/2/1949,11,2,1949,Fall,0,0,0,,66,42,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/3/1949,11,3,1949,Fall,0,0,0,,72,47,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/4/1949,11,4,1949,Fall,0,0,0,,60,39,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/5/1949,11,5,1949,Fall,0,0,0,,65,39,26
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/6/1949,11,6,1949,Fall,0,0,0,,58,35,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/7/1949,11,7,1949,Fall,0,0,0,,68,38,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/8/1949,11,8,1949,Fall,0,0,0,,71,44,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/9/1949,11,9,1949,Fall,0,0,0,,78,48,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/10/1949,11,10,1949,Fall,0.04,0,0,,74,50,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/11/1949,11,11,1949,Fall,0,0,0,,78,46,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/12/1949,11,12,1949,Fall,0,0,0,,77,47,30
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/13/1949,11,13,1949,Fall,0,0,0,,79,48,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/14/1949,11,14,1949,Fall,0,0,0,,68,56,12
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/15/1949,11,15,1949,Fall,0,0,0,,72,47,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/16/1949,11,16,1949,Fall,0,0,0,,75,46,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/17/1949,11,17,1949,Fall,0,0,0,,60,37,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/18/1949,11,18,1949,Fall,0,0,0,,56,32,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/19/1949,11,19,1949,Fall,0,0,0,,56,29,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/20/1949,11,20,1949,Fall,0,0,0,,71,47,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/21/1949,11,21,1949,Fall,0,0,0,,72,41,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/22/1949,11,22,1949,Fall,0,0,0,,47,27,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/23/1949,11,23,1949,Fall,0,0,0,,60,26,34
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/24/1949,11,24,1949,Fall,0,0,0,,65,47,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/25/1949,11,25,1949,Fall,0.67,0,0,,66,39,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/26/1949,11,26,1949,Fall,0,0,0,,50,32,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/27/1949,11,27,1949,Fall,0,0,0,,65,34,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/28/1949,11,28,1949,Fall,0,0,0,,68,44,24
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/29/1949,11,29,1949,Fall,0.41,0,0,,66,55,11
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",11/30/1949,11,30,1949,Fall,0,0,0,,65,42,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/1/1949,12,1,1949,Fall,0,0,0,,58,35,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/2/1949,12,2,1949,Fall,0,0,0,,64,35,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/3/1949,12,3,1949,Fall,0,0,0,,51,30,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/4/1949,12,4,1949,Fall,0,0,0,,60,28,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/5/1949,12,5,1949,Fall,0.06,0,0,,55,35,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/6/1949,12,6,1949,Fall,0,0,0,,60,26,34
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/7/1949,12,7,1949,Fall,0,0,0,,62,41,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/8/1949,12,8,1949,Fall,0,0,0,,58,36,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/9/1949,12,9,1949,Fall,0,0,0,,46,32,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/10/1949,12,10,1949,Fall,0,0,0,,54,32,22
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/11/1949,12,11,1949,Fall,0,0,0,,66,45,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/12/1949,12,12,1949,Fall,0,0,0,,76,45,31
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/13/1949,12,13,1949,Fall,0,0,0,,77,56,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/14/1949,12,14,1949,Fall,0.33,0,0,,64,36,28
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/15/1949,12,15,1949,Fall,0.6,0,0,,39,36,3
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/16/1949,12,16,1949,Fall,0,0,0,,47,30,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/17/1949,12,17,1949,Fall,0,0,0,,62,29,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/18/1949,12,18,1949,Fall,0,0,0,,69,46,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/19/1949,12,19,1949,Fall,0.02,0,0,,74,53,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",12/20/1949,12,20,1949,Fall,0,0,0,,60,50,10
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/21/1950,9,21,1950,Fall,0,0,0,,90,70,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/22/1950,9,22,1950,Fall,0,0,0,,89,71,18
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/23/1950,9,23,1950,Fall,0,0,0,,83,64,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/24/1950,9,24,1950,Fall,0,0,0,,69,52,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/25/1950,9,25,1950,Fall,0,0,0,,65,46,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/26/1950,9,26,1950,Fall,0,0,0,,67,46,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/27/1950,9,27,1950,Fall,0,0,0,,72,55,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/28/1950,9,28,1950,Fall,0,0,0,,80,63,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/29/1950,9,29,1950,Fall,0,0,0,,71,63,8
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",9/30/1950,9,30,1950,Fall,0,0,0,,84,65,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/1/1950,10,1,1950,Fall,0,0,0,,81,62,19
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/2/1950,10,2,1950,Fall,0,0,0,,80,59,21
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/3/1950,10,3,1950,Fall,0,0,0,,80,60,20
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/4/1950,10,4,1950,Fall,0,0,0,,85,56,29
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/5/1950,10,5,1950,Fall,0,0,0,,72,58,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/6/1950,10,6,1950,Fall,0,0,0,,75,58,17
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/7/1950,10,7,1950,Fall,0,0,0,,76,62,14
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/8/1950,10,8,1950,Fall,0,0,0,,78,63,15
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/9/1950,10,9,1950,Fall,0.77,0,0,,83,60,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/10/1950,10,10,1950,Fall,0,0,0,,79,52,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/11/1950,10,11,1950,Fall,0,0,0,,81,54,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/12/1950,10,12,1950,Fall,0,0,0,,82,57,25
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/13/1950,10,13,1950,Fall,0,0,0,,72,45,27
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/14/1950,10,14,1950,Fall,0,0,0,,77,44,33
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/15/1950,10,15,1950,Fall,0,0,0,,80,48,32
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/16/1950,10,16,1950,Fall,0,0,0,,76,60,16
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/17/1950,10,17,1950,Fall,0,0,0,,81,58,23
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/18/1950,10,18,1950,Fall,0.02,0,0,,78,65,13
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/19/1950,10,19,1950,Fall,2.04,0,0,,73,70,3
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",10/20/1950,10,20,1950,Fall,1.12,0,0,,80,68,12
